title,alias_short,act,scene
Troilus and Cressida,PATR.,Act 2,Scene 1
Troilus and Cressida,PATR.,Act 2,Scene 3
Troilus and Cressida,PATR.,Act 3,Scene 3
Troilus and Cressida,PATR.,Act 4,Scene 5
Troilus and Cressida,PATR.,Act 5,Scene 1
Troilus and Cressida,PRI.,Act 2,Scene 2
Troilus and Cressida,PRI.,Act 5,Scene 3
Troilus and Cressida,PROLOGUE.,Act 1,Prologue
Troilus and Cressida,THER.,Act 2,Scene 1
Troilus and Cressida,THER.,Act 2,Scene 3
Troilus and Cressida,THER.,Act 3,Scene 3
Troilus and Cressida,THER.,Act 5,Scene 1
Troilus and Cressida,THER.,Act 5,Scene 2
Troilus and Cressida,THER.,Act 5,Scene 4
Troilus and Cressida,THER.,Act 5,Scene 7
Troilus and Cressida,TRO.,Act 1,Scene 1
Troilus and Cressida,TRO.,Act 1,Scene 2
Troilus and Cressida,TRO.,Act 2,Scene 2
Troilus and Cressida,TRO.,Act 3,Scene 2
Troilus and Cressida,TRO.,Act 4,Scene 2
Troilus and Cressida,TRO.,Act 4,Scene 3
Troilus and Cressida,TRO.,Act 4,Scene 4
Troilus and Cressida,TRO.,Act 4,Scene 5
Troilus and Cressida,TRO.,Act 5,Scene 1
Troilus and Cressida,TRO.,Act 5,Scene 10
Troilus and Cressida,TRO.,Act 5,Scene 2
Troilus and Cressida,TRO.,Act 5,Scene 3
Troilus and Cressida,TRO.,Act 5,Scene 4
Troilus and Cressida,TRO.,Act 5,Scene 6
Troilus and Cressida,TRO. BOY.,Act 1,Scene 2
Troilus and Cressida,TRO. BOY.,Act 3,Scene 2
Troilus and Cressida,TROJ. SOLD.,Act 1,Scene 2
Troilus and Cressida,TROJ. TRUM.,Act 1,Scene 3
Troilus and Cressida,ULYSS.,Act 1,Scene 3
Troilus and Cressida,ULYSS.,Act 2,Scene 3
Troilus and Cressida,ULYSS.,Act 3,Scene 3
Troilus and Cressida,ULYSS.,Act 4,Scene 5
Troilus and Cressida,ULYSS.,Act 5,Scene 1
Troilus and Cressida,ULYSS.,Act 5,Scene 2
Troilus and Cressida,ULYSS.,Act 5,Scene 5
Twelfth Night,1. OFF.,Act 3,Scene 4
Twelfth Night,1. OFF.,Act 5,Scene 1
Twelfth Night,2. OFF.,Act 3,Scene 4
Twelfth Night,2. OFF.,Act 5,Scene 1
Twelfth Night,ANT.,Act 2,Scene 1
Twelfth Night,ANT.,Act 3,Scene 3
Twelfth Night,ANT.,Act 3,Scene 4
Twelfth Night,ANT.,Act 5,Scene 1
Twelfth Night,Attendants,Act 1,Scene 4
Twelfth Night,Attendants,Act 1,Scene 5
Twelfth Night,Attendants,Act 2,Scene 4
Twelfth Night,Attendants,Act 5,Scene 1
Twelfth Night,CAP.,Act 1,Scene 2
Twelfth Night,CLO.,Act 1,Scene 5
Twelfth Night,CLO.,Act 2,Scene 3
Twelfth Night,CLO.,Act 2,Scene 4
Twelfth Night,CLO.,Act 3,Scene 1
Twelfth Night,CLO.,Act 4,Scene 1
Twelfth Night,CLO.,Act 4,Scene 2
Twelfth Night,CLO.,Act 5,Scene 1
Twelfth Night,CUR.,Act 1,Scene 1
Twelfth Night,CUR.,Act 1,Scene 4
Twelfth Night,CUR.,Act 2,Scene 4
Twelfth Night,CUR.,Act 5,Scene 1
Twelfth Night,DUKE.,Act 1,Scene 1
Twelfth Night,DUKE.,Act 1,Scene 4
Twelfth Night,DUKE.,Act 2,Scene 4
Twelfth Night,DUKE.,Act 5,Scene 1
Twelfth Night,FAB.,Act 2,Scene 5
Twelfth Night,FAB.,Act 3,Scene 2
Twelfth Night,FAB.,Act 3,Scene 4
Twelfth Night,FAB.,Act 4,Scene 1
Twelfth Night,FAB.,Act 5,Scene 1
Twelfth Night,Lords,Act 1,Scene 1
Twelfth Night,Lords,Act 5,Scene 1
Twelfth Night,MAL.,Act 1,Scene 5
Twelfth Night,MAL.,Act 2,Scene 2
Twelfth Night,MAL.,Act 2,Scene 3
Twelfth Night,MAL.,Act 2,Scene 5
Twelfth Night,MAL.,Act 3,Scene 4
Twelfth Night,MAL.,Act 4,Scene 2
Twelfth Night,MAL.,Act 5,Scene 1
Twelfth Night,MAR.,Act 1,Scene 3
Twelfth Night,MAR.,Act 1,Scene 5
Twelfth Night,MAR.,Act 2,Scene 3
Twelfth Night,MAR.,Act 2,Scene 5
Twelfth Night,MAR.,Act 3,Scene 1
Twelfth Night,MAR.,Act 3,Scene 2
Twelfth Night,MAR.,Act 3,Scene 4
Twelfth Night,MAR.,Act 4,Scene 2
Twelfth Night,Musicians,Act 1,Scene 1
Twelfth Night,OLI.,Act 1,Scene 5
Twelfth Night,OLI.,Act 3,Scene 1
Twelfth Night,OLI.,Act 3,Scene 4
Twelfth Night,OLI.,Act 4,Scene 1
Twelfth Night,OLI.,Act 4,Scene 3
Twelfth Night,OLI.,Act 5,Scene 1
Twelfth Night,PRIEST.,Act 4,Scene 3
Twelfth Night,PRIEST.,Act 5,Scene 1
Twelfth Night,Sailors,Act 1,Scene 2
Twelfth Night,SEB.,Act 2,Scene 1
Twelfth Night,SEB.,Act 3,Scene 3
Twelfth Night,SEB.,Act 4,Scene 1
Twelfth Night,SEB.,Act 4,Scene 3
Twelfth Night,SERV.,Act 3,Scene 4
Twelfth Night,SIR AND.,Act 1,Scene 3
Twelfth Night,SIR AND.,Act 2,Scene 3
Twelfth Night,SIR AND.,Act 2,Scene 5
Twelfth Night,SIR AND.,Act 3,Scene 1
Twelfth Night,SIR AND.,Act 3,Scene 2
Twelfth Night,SIR AND.,Act 3,Scene 4
Twelfth Night,SIR AND.,Act 4,Scene 1
Twelfth Night,SIR AND.,Act 5,Scene 1
Twelfth Night,SIR TO.,Act 1,Scene 3
Twelfth Night,SIR TO.,Act 1,Scene 5
Twelfth Night,SIR TO.,Act 2,Scene 3
Twelfth Night,SIR TO.,Act 2,Scene 5
Twelfth Night,SIR TO.,Act 3,Scene 1
Twelfth Night,SIR TO.,Act 3,Scene 2
Twelfth Night,SIR TO.,Act 3,Scene 4
Twelfth Night,SIR TO.,Act 4,Scene 1
Twelfth Night,SIR TO.,Act 4,Scene 2
Twelfth Night,SIR TO.,Act 5,Scene 1
Twelfth Night,VAL.,Act 1,Scene 1
Twelfth Night,VAL.,Act 1,Scene 4
Twelfth Night,VIO.,Act 1,Scene 2
Twelfth Night,VIO.,Act 1,Scene 4
Twelfth Night,VIO.,Act 1,Scene 5
Twelfth Night,VIO.,Act 2,Scene 2
Twelfth Night,VIO.,Act 2,Scene 4
Twelfth Night,VIO.,Act 3,Scene 1
Twelfth Night,VIO.,Act 3,Scene 4
Twelfth Night,VIO.,Act 5,Scene 1
Two Gentlemen of Verona,ALL OUTLAWS,Act 4,Scene 1
Two Gentlemen of Verona,ALL OUTLAWS,Act 5,Scene 3
Two Gentlemen of Verona,ALL OUTLAWS,Act 5,Scene 4
Two Gentlemen of Verona,ANT.,Act 1,Scene 3
Two Gentlemen of Verona,CRAB,Act 2,Scene 3
Two Gentlemen of Verona,CRAB,Act 4,Scene 4
Two Gentlemen of Verona,DUKE.,Act 2,Scene 4
Two Gentlemen of Verona,DUKE.,Act 3,Scene 1
Two Gentlemen of Verona,DUKE.,Act 3,Scene 2
Two Gentlemen of Verona,DUKE.,Act 5,Scene 2
Two Gentlemen of Verona,DUKE.,Act 5,Scene 4
Two Gentlemen of Verona,EGL.,Act 4,Scene 3
Two Gentlemen of Verona,EGL.,Act 5,Scene 1
Two Gentlemen of Verona,HOST.,Act 4,Scene 2
Two Gentlemen of Verona,JUL.,Act 1,Scene 2
Two Gentlemen of Verona,JUL.,Act 2,Scene 2
Two Gentlemen of Verona,JUL.,Act 2,Scene 7
Two Gentlemen of Verona,JUL.,Act 4,Scene 2
Two Gentlemen of Verona,JUL.,Act 4,Scene 4
Two Gentlemen of Verona,JUL.,Act 5,Scene 2
Two Gentlemen of Verona,JUL.,Act 5,Scene 4
Two Gentlemen of Verona,LAUNCE.,Act 2,Scene 3
Two Gentlemen of Verona,LAUNCE.,Act 2,Scene 5
Two Gentlemen of Verona,LAUNCE.,Act 3,Scene 1
Two Gentlemen of Verona,LAUNCE.,Act 4,Scene 4
Two Gentlemen of Verona,LUC.,Act 1,Scene 2
Two Gentlemen of Verona,LUC.,Act 2,Scene 7
Two Gentlemen of Verona,MUSIC.,Act 4,Scene 2
Two Gentlemen of Verona,PAN.,Act 1,Scene 3
Two Gentlemen of Verona,PAN.,Act 2,Scene 2
Two Gentlemen of Verona,PAN.,Act 2,Scene 3
Two Gentlemen of Verona,PRO.,Act 1,Scene 1
Two Gentlemen of Verona,PRO.,Act 1,Scene 3
Two Gentlemen of Verona,PRO.,Act 2,Scene 2
Two Gentlemen of Verona,PRO.,Act 2,Scene 4
Two Gentlemen of Verona,PRO.,Act 2,Scene 6
Two Gentlemen of Verona,PRO.,Act 3,Scene 1
Two Gentlemen of Verona,PRO.,Act 3,Scene 2
Two Gentlemen of Verona,PRO.,Act 4,Scene 2
Two Gentlemen of Verona,PRO.,Act 4,Scene 4
Two Gentlemen of Verona,PRO.,Act 5,Scene 2
Two Gentlemen of Verona,PRO.,Act 5,Scene 4
Two Gentlemen of Verona,SIL.,Act 2,Scene 1
Two Gentlemen of Verona,SIL.,Act 2,Scene 4
Two Gentlemen of Verona,SIL.,Act 4,Scene 2
Two Gentlemen of Verona,SIL.,Act 4,Scene 3
Two Gentlemen of Verona,SIL.,Act 4,Scene 4
Two Gentlemen of Verona,SIL.,Act 5,Scene 1
Two Gentlemen of Verona,SIL.,Act 5,Scene 3
Two Gentlemen of Verona,SIL.,Act 5,Scene 4
Two Gentlemen of Verona,SPEED.,Act 1,Scene 1
Two Gentlemen of Verona,SPEED.,Act 2,Scene 1
Two Gentlemen of Verona,SPEED.,Act 2,Scene 4
Two Gentlemen of Verona,SPEED.,Act 2,Scene 5
Two Gentlemen of Verona,SPEED.,Act 3,Scene 1
Two Gentlemen of Verona,SPEED.,Act 4,Scene 1
Two Gentlemen of Verona,THU.,Act 2,Scene 4
Two Gentlemen of Verona,THU.,Act 3,Scene 1
Two Gentlemen of Verona,THU.,Act 3,Scene 2
Two Gentlemen of Verona,THU.,Act 4,Scene 2
Two Gentlemen of Verona,THU.,Act 5,Scene 2
Two Gentlemen of Verona,THU.,Act 5,Scene 4
Two Gentlemen of Verona,VAL.,Act 1,Scene 1
Two Gentlemen of Verona,VAL.,Act 2,Scene 1
Two Gentlemen of Verona,VAL.,Act 2,Scene 4
Two Gentlemen of Verona,VAL.,Act 3,Scene 1
Two Gentlemen of Verona,VAL.,Act 4,Scene 1
Two Gentlemen of Verona,VAL.,Act 5,Scene 4
Two Noble Kinsmen,1. COUN.,Act 2,Scene 3
Two Noble Kinsmen,1. COUN.,Act 3,Scene 5
Two Noble Kinsmen,1. FRIEND.,Act 4,Scene 1
Two Noble Kinsmen,1. MESS.,Act 4,Scene 2
Two Noble Kinsmen,1. MESS.,Act 5,Scene 2
Two Noble Kinsmen,2. COUN.,Act 2,Scene 3
Two Noble Kinsmen,2. COUN.,Act 3,Scene 5
Two Noble Kinsmen,2. FRIEND.,Act 4,Scene 1
Two Noble Kinsmen,2. MESS.,Act 5,Scene 4
Two Noble Kinsmen,3. COUN.,Act 2,Scene 3
Two Noble Kinsmen,3. COUN.,Act 3,Scene 5
Two Noble Kinsmen,4. COUN.,Act 2,Scene 3
Two Noble Kinsmen,4. COUN.,Act 3,Scene 5
Two Noble Kinsmen,ALL KNIGHTS.,Act 5,Scene 4
Two Noble Kinsmen,ALL QUEENS.,Act 1,Scene 1
Two Noble Kinsmen,ALL QUEENS.,Act 1,Scene 4
Two Noble Kinsmen,ALL QUEENS.,Act 1,Scene 5
Two Noble Kinsmen,ARC.,Act 1,Scene 2
Two Noble Kinsmen,ARC.,Act 1,Scene 4
Two Noble Kinsmen,ARC.,Act 2,Scene 1
Two Noble Kinsmen,ARC.,Act 2,Scene 2
Two Noble Kinsmen,ARC.,Act 2,Scene 3
Two Noble Kinsmen,ARC.,Act 2,Scene 5
Two Noble Kinsmen,ARC.,Act 3,Scene 1
Two Noble Kinsmen,ARC.,Act 3,Scene 3
Two Noble Kinsmen,ARC.,Act 3,Scene 5
Two Noble Kinsmen,ARC.,Act 3,Scene 6
Two Noble Kinsmen,ARC.,Act 5,Scene 1
Two Noble Kinsmen,ARC.,Act 5,Scene 3
Two Noble Kinsmen,ARC.,Act 5,Scene 4
Two Noble Kinsmen,ART.,Act 1,Scene 1
Two Noble Kinsmen,Attendants,Act 1,Scene 1
Two Noble Kinsmen,Attendants,Act 1,Scene 4
Two Noble Kinsmen,Attendants,Act 4,Scene 2
Two Noble Kinsmen,Attendants,Act 5,Scene 1
Two Noble Kinsmen,Attendants,Act 5,Scene 3
Two Noble Kinsmen,BARB.,Act 3,Scene 5
Two Noble Kinsmen,BAVIAN.,Act 3,Scene 5
Two Noble Kinsmen,BOY,Act 1,Scene 1
Two Noble Kinsmen,Dancers,Act 3,Scene 5
Two Noble Kinsmen,DAUGH.,Act 2,Scene 1
Two Noble Kinsmen,DAUGH.,Act 2,Scene 4
Two Noble Kinsmen,DAUGH.,Act 2,Scene 6
Two Noble Kinsmen,DAUGH.,Act 3,Scene 2
Two Noble Kinsmen,DAUGH.,Act 3,Scene 4
Two Noble Kinsmen,DAUGH.,Act 3,Scene 5
Two Noble Kinsmen,DAUGH.,Act 4,Scene 1
Two Noble Kinsmen,DAUGH.,Act 4,Scene 3
Two Noble Kinsmen,DAUGH.,Act 5,Scene 2
Two Noble Kinsmen,DOCT.,Act 4,Scene 3
Two Noble Kinsmen,DOCT.,Act 5,Scene 2
Two Noble Kinsmen,EMIL.,Act 1,Scene 1
Two Noble Kinsmen,EMIL.,Act 1,Scene 3
Two Noble Kinsmen,EMIL.,Act 2,Scene 2
Two Noble Kinsmen,EMIL.,Act 2,Scene 5
Two Noble Kinsmen,EMIL.,Act 3,Scene 5
Two Noble Kinsmen,EMIL.,Act 3,Scene 6
Two Noble Kinsmen,EMIL.,Act 4,Scene 2
Two Noble Kinsmen,EMIL.,Act 5,Scene 1
Two Noble Kinsmen,EMIL.,Act 5,Scene 3
Two Noble Kinsmen,EMIL.,Act 5,Scene 4
Two Noble Kinsmen,EPI.,0,Epilogue
Two Noble Kinsmen,EXEC.,Act 5,Scene 4
Two Noble Kinsmen,FRIZ.,Act 3,Scene 5
Two Noble Kinsmen,GENT.,Act 4,Scene 2
Two Noble Kinsmen,Guard,Act 5,Scene 4
Two Noble Kinsmen,HER.,Act 1,Scene 4
Two Noble Kinsmen,HIP.,Act 1,Scene 1
Two Noble Kinsmen,HIP.,Act 1,Scene 3
Two Noble Kinsmen,HIP.,Act 2,Scene 5
Two Noble Kinsmen,HIP.,Act 3,Scene 5
Two Noble Kinsmen,HIP.,Act 3,Scene 6
Two Noble Kinsmen,HIP.,Act 4,Scene 2
Two Noble Kinsmen,HIP.,Act 5,Scene 1
Two Noble Kinsmen,HIP.,Act 5,Scene 3
Two Noble Kinsmen,HIP.,Act 5,Scene 4
Two Noble Kinsmen,HYM.,Act 1,Scene 1
Two Noble Kinsmen,JAIL.,Act 2,Scene 1
Two Noble Kinsmen,JAIL.,Act 2,Scene 2
Two Noble Kinsmen,JAIL.,Act 4,Scene 1
Two Noble Kinsmen,JAIL.,Act 4,Scene 3
Two Noble Kinsmen,JAIL.,Act 5,Scene 2
Two Noble Kinsmen,JAIL.,Act 5,Scene 4
Two Noble Kinsmen,JAIL. BROTH.,Act 4,Scene 1
Two Noble Kinsmen,Knights,Act 1,Scene 5
Two Noble Kinsmen,Knights,Act 5,Scene 1
Two Noble Kinsmen,Lords,Act 1,Scene 4
Two Noble Kinsmen,LUCE.,Act 3,Scene 5
Two Noble Kinsmen,Maid,Act 5,Scene 2
Two Noble Kinsmen,MAUD.,Act 3,Scene 5
Two Noble Kinsmen,NELL.,Act 3,Scene 5
Two Noble Kinsmen,Nymphs,Act 1,Scene 1
Two Noble Kinsmen,PAL.,Act 1,Scene 2
Two Noble Kinsmen,PAL.,Act 1,Scene 4
Two Noble Kinsmen,PAL.,Act 2,Scene 1
Two Noble Kinsmen,PAL.,Act 2,Scene 2
Two Noble Kinsmen,PAL.,Act 3,Scene 1
Two Noble Kinsmen,PAL.,Act 3,Scene 3
Two Noble Kinsmen,PAL.,Act 3,Scene 6
Two Noble Kinsmen,PAL.,Act 5,Scene 1
Two Noble Kinsmen,PAL.,Act 5,Scene 4
Two Noble Kinsmen,PIR.,Act 1,Scene 1
Two Noble Kinsmen,PIR.,Act 1,Scene 3
Two Noble Kinsmen,PIR.,Act 2,Scene 5
Two Noble Kinsmen,PIR.,Act 3,Scene 5
Two Noble Kinsmen,PIR.,Act 3,Scene 6
Two Noble Kinsmen,PIR.,Act 4,Scene 2
Two Noble Kinsmen,PIR.,Act 5,Scene 1
Two Noble Kinsmen,PIR.,Act 5,Scene 3
Two Noble Kinsmen,PIR.,Act 5,Scene 4
Two Noble Kinsmen,PRO.,Act 1,Prologue
Two Noble Kinsmen,SCHOOL.,Act 3,Scene 5
Two Noble Kinsmen,Servants,Act 5,Scene 3
Two Noble Kinsmen,TABORER.,Act 3,Scene 5
Two Noble Kinsmen,THE.,Act 1,Scene 1
Two Noble Kinsmen,THE.,Act 1,Scene 4
Two Noble Kinsmen,THE.,Act 2,Scene 5
Two Noble Kinsmen,THE.,Act 3,Scene 5
Two Noble Kinsmen,THE.,Act 3,Scene 6
Two Noble Kinsmen,THE.,Act 4,Scene 2
Two Noble Kinsmen,THE.,Act 5,Scene 1
Two Noble Kinsmen,THE.,Act 5,Scene 3
Two Noble Kinsmen,THE.,Act 5,Scene 4
Two Noble Kinsmen,VAL.,Act 1,Scene 2
Two Noble Kinsmen,WOMAN.,Act 2,Scene 2
Two Noble Kinsmen,WOOER.,Act 2,Scene 1
Two Noble Kinsmen,WOOER.,Act 4,Scene 1
Two Noble Kinsmen,WOOER.,Act 4,Scene 3
Two Noble Kinsmen,WOOER.,Act 5,Scene 2
Winter's Tale,1. GENT.,Act 5,Scene 2
Winter's Tale,1. LADY,Act 2,Scene 1
Winter's Tale,1. LORD.,Act 5,Scene 1
Winter's Tale,1. SERV.,Act 3,Scene 2
Winter's Tale,12. SAT.,Act 4,Scene 4
Winter's Tale,2. GENT.,Act 5,Scene 2
Winter's Tale,2. LADY,Act 2,Scene 1
Winter's Tale,3. GENT.,Act 5,Scene 2
Winter's Tale,ANT.,Act 2,Scene 1
Winter's Tale,ANT.,Act 2,Scene 3
Winter's Tale,ANT.,Act 3,Scene 3
Winter's Tale,ARCH.,Act 1,Scene 1
Winter's Tale,Attendants,Act 1,Scene 2
Winter's Tale,Attendants,Act 2,Scene 2
Winter's Tale,AUT.,Act 4,Scene 3
Winter's Tale,AUT.,Act 4,Scene 4
Winter's Tale,AUT.,Act 5,Scene 2
Winter's Tale,BEAR,Act 3,Scene 3
Winter's Tale,CAM.,Act 1,Scene 1
Winter's Tale,CAM.,Act 1,Scene 2
Winter's Tale,CAM.,Act 4,Scene 2
Winter's Tale,CAM.,Act 4,Scene 4
Winter's Tale,CAM.,Act 5,Scene 3
Winter's Tale,Child,Act 2,Scene 3
Winter's Tale,Child,Act 3,Scene 3
Winter's Tale,CLEO.,Act 3,Scene 1
Winter's Tale,CLEO.,Act 3,Scene 2
Winter's Tale,CLEO.,Act 5,Scene 1
Winter's Tale,CLO.,Act 3,Scene 3
Winter's Tale,CLO.,Act 4,Scene 3
Winter's Tale,CLO.,Act 4,Scene 4
Winter's Tale,CLO.,Act 5,Scene 2
Winter's Tale,DION.,Act 3,Scene 1
Winter's Tale,DION.,Act 3,Scene 2
Winter's Tale,DION.,Act 5,Scene 1
Winter's Tale,DOR.,Act 4,Scene 4
Winter's Tale,EMIL.,Act 2,Scene 2
Winter's Tale,FLO.,Act 4,Scene 4
Winter's Tale,FLO.,Act 5,Scene 1
Winter's Tale,FLO.,Act 5,Scene 3
Winter's Tale,GENT. ATT.,Act 2,Scene 2
Winter's Tale,HER.,Act 1,Scene 2
Winter's Tale,HER.,Act 2,Scene 1
Winter's Tale,HER.,Act 3,Scene 2
Winter's Tale,HER.,Act 5,Scene 3
Winter's Tale,JAIL.,Act 2,Scene 2
Winter's Tale,Ladies,Act 3,Scene 2
Winter's Tale,LEON.,Act 1,Scene 2
Winter's Tale,LEON.,Act 2,Scene 1
Winter's Tale,LEON.,Act 2,Scene 3
Winter's Tale,LEON.,Act 3,Scene 2
Winter's Tale,LEON.,Act 5,Scene 1
Winter's Tale,LEON.,Act 5,Scene 3
Winter's Tale,Lords,Act 5,Scene 3
Winter's Tale,LORDS.,Act 2,Scene 1
Winter's Tale,LORDS.,Act 2,Scene 3
Winter's Tale,LORDS.,Act 3,Scene 2
Winter's Tale,MAM.,Act 1,Scene 2
Winter's Tale,MAM.,Act 2,Scene 1
Winter's Tale,MAR.,Act 3,Scene 3
Winter's Tale,MOP.,Act 4,Scene 4
Winter's Tale,OFF.,Act 3,Scene 2
Winter's Tale,PAUL.,Act 2,Scene 2
Winter's Tale,PAUL.,Act 2,Scene 3
Winter's Tale,PAUL.,Act 3,Scene 2
Winter's Tale,PAUL.,Act 5,Scene 1
Winter's Tale,PAUL.,Act 5,Scene 3
Winter's Tale,PER.,Act 4,Scene 4
Winter's Tale,PER.,Act 5,Scene 1
Winter's Tale,PER.,Act 5,Scene 3
Winter's Tale,POL.,Act 1,Scene 2
Winter's Tale,POL.,Act 4,Scene 2
Winter's Tale,POL.,Act 4,Scene 4
